number_of_tmas,total_patients,patients_per_tma,core_disposition,layout,core_diameter_mm,orientation_empty_holes_per_tma,orientation_fiducial_cores_per_tma,orientation_markers_per_tma,positions_per_tma,patient_positions_per_tma,patient_positions_all_tmas,empty_positions_all_tmas,fiducial_positions_all_tmas,total_core_positions_all_tmas,mean_cores_per_patient,min_balanced_cores_per_patient,patients_with_extra_core_per_tma,core_area_mm2,patient_core_surface_area_mm2,fiducial_core_surface_area_mm2,total_core_surface_area_mm2,total_chamber_area_mm2,patient_core_surface_to_total_chamber_area,total_core_surface_to_total_chamber_area,reserved_orientation_position_percent,asymmetry_score,passes_orientation_principles,feasible_for_patients_per_tma,minimum_valid_orientation_marker_count,is_minimum_valid_orientation_combo,notes
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,2,0,2,66,64,128,4,0,128,1.6000,1,24,0.785398,100.5310,0.0000,100.5310,469.2050,0.214258,0.214258,3.0303,4,0,1,4,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,2,1,3,66,63,126,4,2,128,1.5750,1,23,0.785398,98.9602,1.5708,100.5310,469.2050,0.210910,0.214258,4.5455,6,0,1,4,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,2,2,4,66,62,124,4,4,128,1.5500,1,22,0.785398,97.3894,3.1416,100.5310,469.2050,0.207563,0.214258,6.0606,8,1,1,4,1,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,2,3,5,66,61,122,4,6,128,1.5250,1,21,0.785398,95.8186,4.7124,100.5310,469.2050,0.204215,0.214258,7.5758,10,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,2,4,6,66,60,120,4,8,128,1.5000,1,20,0.785398,94.2478,6.2832,100.5310,469.2050,0.200867,0.214258,9.0909,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,3,0,3,66,63,126,6,0,126,1.5750,1,23,0.785398,98.9602,0.0000,98.9602,469.2050,0.210910,0.210910,4.5455,6,0,1,4,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,3,1,4,66,62,124,6,2,126,1.5500,1,22,0.785398,97.3894,1.5708,98.9602,469.2050,0.207563,0.210910,6.0606,8,1,1,4,1,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,3,2,5,66,61,122,6,4,126,1.5250,1,21,0.785398,95.8186,3.1416,98.9602,469.2050,0.204215,0.210910,7.5758,10,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,3,3,6,66,60,120,6,6,126,1.5000,1,20,0.785398,94.2478,4.7124,98.9602,469.2050,0.200867,0.210910,9.0909,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,3,4,7,66,59,118,6,8,126,1.4750,1,19,0.785398,92.6770,6.2832,98.9602,469.2050,0.197519,0.210910,10.6061,10,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,4,0,4,66,62,124,8,0,124,1.5500,1,22,0.785398,97.3894,0.0000,97.3894,469.2050,0.207563,0.207563,6.0606,8,1,1,4,1,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,4,1,5,66,61,122,8,2,124,1.5250,1,21,0.785398,95.8186,1.5708,97.3894,469.2050,0.204215,0.207563,7.5758,10,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,4,2,6,66,60,120,8,4,124,1.5000,1,20,0.785398,94.2478,3.1416,97.3894,469.2050,0.200867,0.207563,9.0909,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,4,3,7,66,59,118,8,6,124,1.4750,1,19,0.785398,92.6770,4.7124,97.3894,469.2050,0.197519,0.207563,10.6061,10,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,4,4,8,66,58,116,8,8,124,1.4500,1,18,0.785398,91.1062,6.2832,97.3894,469.2050,0.194171,0.207563,12.1212,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,5,0,5,66,61,122,10,0,122,1.5250,1,21,0.785398,95.8186,0.0000,95.8186,469.2050,0.204215,0.204215,7.5758,10,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,5,1,6,66,60,120,10,2,122,1.5000,1,20,0.785398,94.2478,1.5708,95.8186,469.2050,0.200867,0.204215,9.0909,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,5,2,7,66,59,118,10,4,122,1.4750,1,19,0.785398,92.6770,3.1416,95.8186,469.2050,0.197519,0.204215,10.6061,10,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,5,3,8,66,58,116,10,6,122,1.4500,1,18,0.785398,91.1062,4.7124,95.8186,469.2050,0.194171,0.204215,12.1212,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,5,4,9,66,57,114,10,8,122,1.4250,1,17,0.785398,89.5354,6.2832,95.8186,469.2050,0.190824,0.204215,13.6364,14,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,6,0,6,66,60,120,12,0,120,1.5000,1,20,0.785398,94.2478,0.0000,94.2478,469.2050,0.200867,0.200867,9.0909,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,6,1,7,66,59,118,12,2,120,1.4750,1,19,0.785398,92.6770,1.5708,94.2478,469.2050,0.197519,0.200867,10.6061,12,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,6,2,8,66,58,116,12,4,120,1.4500,1,18,0.785398,91.1062,3.1416,94.2478,469.2050,0.194171,0.200867,12.1212,14,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,6,3,9,66,57,114,12,6,120,1.4250,1,17,0.785398,89.5354,4.7124,94.2478,469.2050,0.190824,0.200867,13.6364,16,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.0000,6,4,10,66,56,112,12,8,120,1.4000,1,16,0.785398,87.9646,6.2832,94.2478,469.2050,0.187476,0.200867,15.1515,18,1,1,4,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,0,0,0,43,43,86,0,0,86,1.0750,1,3,1.767146,151.9745,0.0000,151.9745,469.2050,0.323898,0.323898,0.0000,0,0,1,,0,no orientation markers; below minimum marker count 4; asymmetry score below threshold
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,0,1,1,43,42,84,0,2,86,1.0500,1,2,1.767146,148.4403,3.5343,151.9745,469.2050,0.316365,0.323898,2.3256,2,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,0,2,2,43,41,82,0,4,86,1.0250,1,1,1.767146,144.9060,7.0686,151.9745,469.2050,0.308833,0.323898,4.6512,4,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,0,3,3,43,40,80,0,6,86,1.0000,1,0,1.767146,141.3717,10.6029,151.9745,469.2050,0.301300,0.323898,6.9767,6,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,0,4,4,43,39,78,0,8,86,0.9750,0,39,1.767146,137.8374,14.1372,151.9745,469.2050,0.293768,0.323898,9.3023,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,1,0,1,43,42,84,2,0,84,1.0500,1,2,1.767146,148.4403,0.0000,148.4403,469.2050,0.316365,0.316365,2.3256,2,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,1,1,2,43,41,82,2,2,84,1.0250,1,1,1.767146,144.9060,3.5343,148.4403,469.2050,0.308833,0.316365,4.6512,4,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,1,2,3,43,40,80,2,4,84,1.0000,1,0,1.767146,141.3717,7.0686,148.4403,469.2050,0.301300,0.316365,6.9767,6,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,1,3,4,43,39,78,2,6,84,0.9750,0,39,1.767146,137.8374,10.6029,148.4403,469.2050,0.293768,0.316365,9.3023,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,1,4,5,43,38,76,2,8,84,0.9500,0,38,1.767146,134.3031,14.1372,148.4403,469.2050,0.286235,0.316365,11.6279,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,2,0,2,43,41,82,4,0,82,1.0250,1,1,1.767146,144.9060,0.0000,144.9060,469.2050,0.308833,0.308833,4.6512,4,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,2,1,3,43,40,80,4,2,82,1.0000,1,0,1.767146,141.3717,3.5343,144.9060,469.2050,0.301300,0.308833,6.9767,6,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,2,2,4,43,39,78,4,4,82,0.9750,0,39,1.767146,137.8374,7.0686,144.9060,469.2050,0.293768,0.308833,9.3023,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,2,3,5,43,38,76,4,6,82,0.9500,0,38,1.767146,134.3031,10.6029,144.9060,469.2050,0.286235,0.308833,11.6279,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,2,4,6,43,37,74,4,8,82,0.9250,0,37,1.767146,130.7688,14.1372,144.9060,469.2050,0.278703,0.308833,13.9535,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,3,0,3,43,40,80,6,0,80,1.0000,1,0,1.767146,141.3717,0.0000,141.3717,469.2050,0.301300,0.301300,6.9767,6,0,1,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,3,1,4,43,39,78,6,2,80,0.9750,0,39,1.767146,137.8374,3.5343,141.3717,469.2050,0.293768,0.301300,9.3023,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,3,2,5,43,38,76,6,4,80,0.9500,0,38,1.767146,134.3031,7.0686,141.3717,469.2050,0.286235,0.301300,11.6279,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,3,3,6,43,37,74,6,6,80,0.9250,0,37,1.767146,130.7688,10.6029,141.3717,469.2050,0.278703,0.301300,13.9535,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,3,4,7,43,36,72,6,8,80,0.9000,0,36,1.767146,127.2345,14.1372,141.3717,469.2050,0.271170,0.301300,16.2791,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,4,0,4,43,39,78,8,0,78,0.9750,0,39,1.767146,137.8374,0.0000,137.8374,469.2050,0.293768,0.293768,9.3023,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,4,1,5,43,38,76,8,2,78,0.9500,0,38,1.767146,134.3031,3.5343,137.8374,469.2050,0.286235,0.293768,11.6279,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,4,2,6,43,37,74,8,4,78,0.9250,0,37,1.767146,130.7688,7.0686,137.8374,469.2050,0.278703,0.293768,13.9535,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,4,3,7,43,36,72,8,6,78,0.9000,0,36,1.767146,127.2345,10.6029,137.8374,469.2050,0.271170,0.293768,16.2791,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,4,4,8,43,35,70,8,8,78,0.8750,0,35,1.767146,123.7002,14.1372,137.8374,469.2050,0.263638,0.293768,18.6047,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,5,0,5,43,38,76,10,0,76,0.9500,0,38,1.767146,134.3031,0.0000,134.3031,469.2050,0.286235,0.286235,11.6279,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,5,1,6,43,37,74,10,2,76,0.9250,0,37,1.767146,130.7688,3.5343,134.3031,469.2050,0.278703,0.286235,13.9535,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,5,2,7,43,36,72,10,4,76,0.9000,0,36,1.767146,127.2345,7.0686,134.3031,469.2050,0.271170,0.286235,16.2791,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,5,3,8,43,35,70,10,6,76,0.8750,0,35,1.767146,123.7002,10.6029,134.3031,469.2050,0.263638,0.286235,18.6047,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,5,4,9,43,34,68,10,8,76,0.8500,0,34,1.767146,120.1659,14.1372,134.3031,469.2050,0.256105,0.286235,20.9302,14,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,6,0,6,43,37,74,12,0,74,0.9250,0,37,1.767146,130.7688,0.0000,130.7688,469.2050,0.278703,0.278703,13.9535,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,6,1,7,43,36,72,12,2,74,0.9000,0,36,1.767146,127.2345,3.5343,130.7688,469.2050,0.271170,0.278703,16.2791,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,6,2,8,43,35,70,12,4,74,0.8750,0,35,1.767146,123.7002,7.0686,130.7688,469.2050,0.263638,0.278703,18.6047,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,6,3,9,43,34,68,12,6,74,0.8500,0,34,1.767146,120.1659,10.6029,130.7688,469.2050,0.256105,0.278703,20.9302,14,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,1.5000,6,4,10,43,33,66,12,8,74,0.8250,0,33,1.767146,116.6316,14.1372,130.7688,469.2050,0.248573,0.278703,23.2558,16,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,0,0,0,28,28,56,0,0,56,0.7000,0,28,3.141593,175.9292,0.0000,175.9292,469.2050,0.374952,0.374952,0.0000,0,0,0,,0,no orientation markers; below minimum marker count 4; asymmetry score below threshold
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,0,1,1,28,27,54,0,2,56,0.6750,0,27,3.141593,169.6460,6.2832,175.9292,469.2050,0.361561,0.374952,3.5714,2,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,0,2,2,28,26,52,0,4,56,0.6500,0,26,3.141593,163.3628,12.5664,175.9292,469.2050,0.348169,0.374952,7.1429,4,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,0,3,3,28,25,50,0,6,56,0.6250,0,25,3.141593,157.0796,18.8496,175.9292,469.2050,0.334778,0.374952,10.7143,6,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,0,4,4,28,24,48,0,8,56,0.6000,0,24,3.141593,150.7964,25.1327,175.9292,469.2050,0.321387,0.374952,14.2857,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,1,0,1,28,27,54,2,0,54,0.6750,0,27,3.141593,169.6460,0.0000,169.6460,469.2050,0.361561,0.361561,3.5714,2,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,1,1,2,28,26,52,2,2,54,0.6500,0,26,3.141593,163.3628,6.2832,169.6460,469.2050,0.348169,0.361561,7.1429,4,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,1,2,3,28,25,50,2,4,54,0.6250,0,25,3.141593,157.0796,12.5664,169.6460,469.2050,0.334778,0.361561,10.7143,6,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,1,3,4,28,24,48,2,6,54,0.6000,0,24,3.141593,150.7964,18.8496,169.6460,469.2050,0.321387,0.361561,14.2857,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,1,4,5,28,23,46,2,8,54,0.5750,0,23,3.141593,144.5133,25.1327,169.6460,469.2050,0.307996,0.361561,17.8571,6,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,2,0,2,28,26,52,4,0,52,0.6500,0,26,3.141593,163.3628,0.0000,163.3628,469.2050,0.348169,0.348169,7.1429,4,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,2,1,3,28,25,50,4,2,52,0.6250,0,25,3.141593,157.0796,6.2832,163.3628,469.2050,0.334778,0.348169,10.7143,6,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,2,2,4,28,24,48,4,4,52,0.6000,0,24,3.141593,150.7964,12.5664,163.3628,469.2050,0.321387,0.348169,14.2857,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,2,3,5,28,23,46,4,6,52,0.5750,0,23,3.141593,144.5133,18.8496,163.3628,469.2050,0.307996,0.348169,17.8571,6,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,2,4,6,28,22,44,4,8,52,0.5500,0,22,3.141593,138.2301,25.1327,163.3628,469.2050,0.294605,0.348169,21.4286,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,3,0,3,28,25,50,6,0,50,0.6250,0,25,3.141593,157.0796,0.0000,157.0796,469.2050,0.334778,0.334778,10.7143,6,0,0,,0,below minimum marker count 4
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,3,1,4,28,24,48,6,2,50,0.6000,0,24,3.141593,150.7964,6.2832,157.0796,469.2050,0.321387,0.334778,14.2857,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,3,2,5,28,23,46,6,4,50,0.5750,0,23,3.141593,144.5133,12.5664,157.0796,469.2050,0.307996,0.334778,17.8571,6,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,3,3,6,28,22,44,6,6,50,0.5500,0,22,3.141593,138.2301,18.8496,157.0796,469.2050,0.294605,0.334778,21.4286,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,3,4,7,28,21,42,6,8,50,0.5250,0,21,3.141593,131.9469,25.1327,157.0796,469.2050,0.281214,0.334778,25.0000,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,4,0,4,28,24,48,8,0,48,0.6000,0,24,3.141593,150.7964,0.0000,150.7964,469.2050,0.321387,0.321387,14.2857,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,4,1,5,28,23,46,8,2,48,0.5750,0,23,3.141593,144.5133,6.2832,150.7964,469.2050,0.307996,0.321387,17.8571,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,4,2,6,28,22,44,8,4,48,0.5500,0,22,3.141593,138.2301,12.5664,150.7964,469.2050,0.294605,0.321387,21.4286,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,4,3,7,28,21,42,8,6,48,0.5250,0,21,3.141593,131.9469,18.8496,150.7964,469.2050,0.281214,0.321387,25.0000,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,4,4,8,28,20,40,8,8,48,0.5000,0,20,3.141593,125.6637,25.1327,150.7964,469.2050,0.267823,0.321387,28.5714,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,0,5,28,23,46,10,0,46,0.5750,0,23,3.141593,144.5133,0.0000,144.5133,469.2050,0.307996,0.307996,17.8571,6,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,1,6,28,22,44,10,2,46,0.5500,0,22,3.141593,138.2301,6.2832,144.5133,469.2050,0.294605,0.307996,21.4286,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,2,7,28,21,42,10,4,46,0.5250,0,21,3.141593,131.9469,12.5664,144.5133,469.2050,0.281214,0.307996,25.0000,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,3,8,28,20,40,10,6,46,0.5000,0,20,3.141593,125.6637,18.8496,144.5133,469.2050,0.267823,0.307996,28.5714,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,4,9,28,19,38,10,8,46,0.4750,0,19,3.141593,119.3805,25.1327,144.5133,469.2050,0.254431,0.307996,32.1429,14,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,0,6,28,22,44,12,0,44,0.5500,0,22,3.141593,138.2301,0.0000,138.2301,469.2050,0.294605,0.294605,21.4286,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,1,7,28,21,42,12,2,44,0.5250,0,21,3.141593,131.9469,6.2832,138.2301,469.2050,0.281214,0.294605,25.0000,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,2,8,28,20,40,12,4,44,0.5000,0,20,3.141593,125.6637,12.5664,138.2301,469.2050,0.267823,0.294605,28.5714,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,3,9,28,19,38,12,6,44,0.4750,0,19,3.141593,119.3805,18.8496,138.2301,469.2050,0.254431,0.294605,32.1429,14,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,4,10,28,18,36,12,8,44,0.4500,0,18,3.141593,113.0973,25.1327,138.2301,469.2050,0.241040,0.294605,35.7143,16,1,0,,0,compact asymmetric fixed-corner marker pattern
